competency,question,answer1,answer2,answer3,answer4
Unknown,Takes the initiative to complete tasks.,,,,
Unknown,Expresses loyalty and dedication to [Company] in interactions with others.,,,,
Unknown,Attends [Company] gatherings and social events.,,,,
Unknown,Understands the use of [Company] products and services.,,,,
Unknown,Follows existing procedures and processes.,,,,
Unknown,"Understands the ""basics"" as to how [Company] functions/operates.",,,,
Unknown,Develops solutions to challenging problems.,,,,
Unknown,Is creative and inspirational.,,,,
Unknown,Adds value to the department/organization.,,,,
Unknown,Creates a lot of new ideas.,,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Identifies and maximizes opportunities for continuing education for employees.,,,,
Unknown,Promotes teamwork and cooperation within the department.,,,,
Unknown,Uses the team to its fullest capacity.,,,,
Unknown,Measures job performance fairly using established criteria.,,,,
Unknown,Uses metrics and benchmarks established by the department.,,,,
Unknown,Allows subordinates to use their own methods and procedures.,,,,
Unknown,Allows employees to decide how they wish to complete the tasks.,,,,
Unknown,Encourages and empowers subordinates to use initiative in achieving goals and objectives.,,,,
Unknown,Defines goals and objectives for subordinates.,,,,
Unknown,Delegates authority and responsibility to subordinates and holds them accountable for their actions.,,,,
Unknown,Views quality issues as a system failure rather than an individual failure.,,,,
Unknown,Creates effective policies regarding quality of services and products.,,,,
Unknown,Communicates quality standards clearly.,,,,
Unknown,Creates quality improvement programs and processes.,,,,
Unknown,"Adopts, integrates, and disseminates quality guidelines and standards.",,,,
Unknown,Inspires others to accept changes.,,,,
Unknown,Is an inspiration for others to accept the recent changes.,,,,
Unknown,Inspires others to want to change.,,,,
Unknown,Supports the Company's efforts to implement changes.,,,,
Unknown,Facilitates change with minimal resistance.,,,,
Unknown,...takes personal responsibility for results.,,,,
Unknown,Is a person you can trust.,,,,
Unknown,Sets high personal standards of performance.,,,,
Unknown,Sets a good example,,,,
Unknown,Completes assigned work tasks.,,,,
Unknown,Establishes roles and responsibilities.,,,,
Unknown,Identifies and takes steps to prevent potential confrontations.,,,,
Unknown,Seeks to remove misperceptions that may contribute toward conflict.,,,,
Unknown,Works to meet the basic needs of each side in the conflict.,,,,
Unknown,Shares competing viewpoints to expand viewpoints.,,,,
Unknown,Assists others in understanding business changes.,,,,
Unknown,Works cooperatively with others to implement business changes.,,,,
Unknown,Applies the knowledge of work processes to influence the achievement of business goals,,,,
Unknown,Analyzes current business practices to make better informed decisions.,,,,
Unknown,Able to align resources to meet the business needs of the company.,,,,
Unknown,Able to use corporate politics to advance department objectives.,,,,
Unknown,Is aware of other organizational cultures to compare/contrast with the current organizational culture.,,,,
Unknown,Understands departmental policies and procedures.,,,,
Unknown,Able to explain departmental policies and procedures to others.,,,,
Unknown,Anticipates problems that may affect the department.,,,,
Unknown,"You conceive, implement and evaluate ideas.",,,,
Unknown,You add value to the department/organization.,,,,
Unknown,You are creative and inspirational.,,,,
Unknown,You develop solutions to challenging problems.,,,,
Unknown,You are creative.,,,,
Unknown,You can seamlessly transition between various environments and situations.,,,,
Unknown,I am flexible in responding to customer needs.,,,,
Unknown,You adapt easily to incorporate various perspectives.,,,,
Unknown,You are able to bounce back from obstacles.,,,,
Unknown,I continuously learn and adapt new techniques to address evolving challenges.,,,,
Unknown,You accurately perceive the emotional reactions of others.,,,,
Unknown,You are able to understand others' points of view.,,,,
Unknown,You are attentive to emotional cues and interprets others' feelings correctly.,,,,
Unknown,"You help employees to resolve conflicts, communicate clearly, and work together to solve problems.",,,,
Unknown,You are able to manage your own emotions.,,,,
Unknown,I implement remediation plans that include specific performance goals in areas most in need of improvement.,,,,
Unknown,You identify the Key Performance Indicators (KPIs) for the position.,,,,
Unknown,I am consistent in clearly communicating job requirements.,,,,
Unknown,I determine the operational standards needed for performance of the job.,,,,
Unknown,I make sure the team's goals are met.,,,,
Unknown,I figure out where issues might arise.,,,,
Unknown,I evaluate assumptions before taking actions.,,,,
Unknown,I analyze and consolidate data from several sources to develop logical insights.,,,,
Unknown,You perform checks on data accuracy and quality.,,,,
Unknown,You gather information from a variety of sources.,,,,
Unknown,You conduct timely follow-up; keeps others informed on a need to know basis.,,,,
Unknown,You understand and contribute to development of strategic goals.,,,,
Unknown,You set high expectations and goals; encourages others to support the organization.,,,,
Unknown,You set challenging stretch goals,,,,
Unknown,You achieve established goals.,,,,
Unknown,You understand and are committed to implementing new technologies.,,,,
Unknown,You apply complex rules and regulations to maintain optimal system performance.,,,,
Unknown,You use technology in decision making and problem solving.,,,,
Unknown,You maximize the use of new technology to deliver products and services.,,,,
Unknown,You identify gaps between actual and needed technical competencies and provide recommendations for required training.,,,,
Unknown,You are able to establish realistic goals.,,,,
Unknown,You set long-term and short-term goals.,,,,
Unknown,You consistently provide me with timely feedback for improving my performance.,,,,
Unknown,"You assure [Company] principles are understood, employed & pursued.",,,,
Unknown,You establish goals and objectives.,,,,
Unknown,"You set and clearly communicate expectations, performance goals, and measurements to others",,,,
Unknown,You adapt coaching and mentoring approach to meet the style or needs of individuals,,,,
Unknown,You work to identify root causes of performance problems,,,,
Unknown,You provide ongoing feedback to co-workers on your development progress,,,,
Unknown,You take immediate action on poor performance,,,,
Unknown,I develop high-level strategic planning models to identify opportunities to improve the company.,,,,
Unknown,You create a SWOT matrix to help analyze data.,,,,
Unknown,You determine the best strategy for achieving elevated levels of performance.,,,,
Unknown,You avoid complacency and strives to be ahead of changes in the business environment.,,,,
Unknown,You ensure that the department's goals are strategically aligned with the company's goals.,,,,
Unknown,Creates a lot of new ideas.,,,,
Unknown,Is creative and inspirational.,,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Adds value to the department/organization.,,,,
Unknown,Is creative.,,,,
Unknown,Contributing fully to the extent of their skills,,,,
Unknown,Demonstrate enthusiasm and a willingness to learn new skills and knowledge,,,,
Unknown,Allows employees to fully participate in employee training and professional development.,,,,
Unknown,Encourages employees to take courses relevant to their job.,,,,
Unknown,Seeks opportunities for professional development.,,,,
Unknown,Communicates the goals and expectations for the team.,,,,
Unknown,Spends time to actively listen to the grievance.,,,,
Unknown,Determines the training and development needs of employees and staff.,,,,
Unknown,Decides which team members are assigned to each job.,,,,
Unknown,Empowers employees to make their own decisions in the field.,,,,
Unknown,Listens and responds to issues and problems,,,,
Unknown,Effective in performing his/her job.,,,,
Unknown,...Produce Quality,,,,
Unknown,Sets a high standard for job performance.,,,,
Unknown,Works well in this position.,,,,
Unknown,Takes charge when there is a crisis.,,,,
Unknown,Takes action to implement new changes in the policies and procedures.,,,,
Unknown,Acts quickly to address any issues or problems.,,,,
Unknown,Cleans the workspace without being told.,,,,
Unknown,Initiates projects that have an impact on the department.,,,,
Unknown,Create an environment where collaboration and teamwork is encouraged.,,,,
Unknown,Avoids promoting a hyper competitive culture in favor of a more collaborative one.,,,,
Unknown,Works to get buy-in of individuals based on common good of business.,,,,
Unknown,Ensures relevant data is available to all committee members.,,,,
Unknown,Works with others to manage conflicts using a constructive approach.,,,,
Unknown,Sets a good example.,,,,
Unknown,Acts as a resource without removing individual responsibility.,,,,
Unknown,Holds herself / himself accountable to goals / objectives,,,,
Unknown,Completes assigned work tasks.,,,,
Unknown,Works in a way that makes others want to work with her/him.,,,,
Unknown,Schedules staff based on seasonal needs.,,,,
Unknown,Reorders the schedule of events to maximize attendance/efficiency.,,,,
Unknown,Accomplishes major tasks by breaking them into manageable pieces.,,,,
Unknown,Able to identify the needs of the department before a major change.,,,,
Unknown,"Is good at planning for the ""unexpected"".",,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Develops solutions to challenging problems.,,,,
Unknown,Inspires creativity in their team.,,,,
Unknown,Creates a lot of new ideas.,,,,
Unknown,Is creative and inspirational.,,,,
Unknown,Is creative.,,,,
Unknown,Adds value to the department/organization.,,,,
Unknown,Promotes training and development opportunities to enhance job performance.,,,,
Unknown,Looks for ways to expand and learn new job skills.,,,,
Unknown,Looks for ways to expand current job responsibilities.,,,,
Unknown,Looks for ways to improve work processes and procedures.,,,,
Unknown,Open to the suggestions from others.,,,,
Unknown,Analyzes processes to determine areas for improvement.,,,,
Unknown,Encourages an employee culture of continuous improvement to seek out better ways of doing things.,,,,
Unknown,"Searches for new methods, techniques, and processes that increase efficiency and reduce costs.",,,,
Unknown,Aligns the department's goals with the goals of the organization.,,,,
Unknown,Maintains focus when handling several problems or tasks simultaneously.,,,,
Unknown,Makes sure that employees understand and identify with the team's mission.,,,,
Unknown,Helps guide employees with prioritizing tasks.,,,,
Unknown,Excellent at managing time.,,,,
Unknown,Maintains self-control when personally criticized.,,,,
Unknown,Makes sure that employees understand how their work relates to organizational goals.,,,,
Unknown,"Functions well under stress, deadlines, and/or significant workloads.",,,,
Unknown,Sets appropriate goals for employees.,,,,
Unknown,Establishes systems of continuous improvement.,,,,
Unknown,Optimizes the innovation process by incorporating feedback and lessons learned from previous experiences.,,,,
Unknown,Uses unconventional approaches to solve problems.,,,,
Unknown,Prioritizes disruptive innovation to achieve substantial growth and maintain a competitive edge in the marketplace.,,,,
Unknown,Assigns responsibilities to individuals for creating innovative ideas/products.,,,,
Unknown,Enhances the feasibility and impact of new ideas through careful analysis and iterative improvements.,,,,
Unknown,Offers continuous learning opportunities to enhance technical skills and innovative thinking.,,,,
Unknown,Regularly reviews the strategic risks associated with innovation.,,,,
Unknown,"Equips employees with the necessary tools, technologies, and resources to explore new ideas.",,,,
Unknown,Willingly shares his/her technical expertise; sought out as resource by others,,,,
Unknown,Uses expertise to identify issues and think through creative solutions to get a problem solved or objective accomplished.,,,,
Unknown,Demonstrates mastery of the technical competencies required in his/her work.,,,,
Unknown,Knows how to produce high quality products/work.,,,,
Unknown,Seeks information from others as needed.,,,,
Unknown,Willingly shares information and expertise; sought out as resource by others,,,,
Unknown,Keeps current with technical advances within his/her professional discipline; embraces and applies new techniques and practices,,,,
Unknown,Is knowledgeable of procedures or systems necessary for the job.,,,,
Unknown,Is naturally sought out by people outside his/her particular area for advice and opinion on a broad range of matters - not necessarily solely legal advice.,,,,
Unknown,Creates an environment that encourages information sharing.,,,,
Unknown,Participates in collaborative/team decision-making.,,,,
Unknown,Gives consideration to the innovative ideas presented by others.,,,,
Unknown,Encourages collaboration of fellow employees to achieve results.,,,,
Unknown,Engages with team members to build a collaborative work environment.,,,,
Unknown,Encourages collaboration with other departments.,,,,
Unknown,Identifies and organizes partnerships and alliances.,,,,
Unknown,Creates an environment where team members feel safe to express their ideas and concerns without fear of judgment.,,,,
Unknown,Gains the cooperation of others to accomplish common goals and objectives.,,,,
Unknown,Recognizes and celebrates accomplishments of others.,,,,
Unknown,Encourages employees through recognition of positive changes in behavior.,,,,
Unknown,Develops employees by offering and encouraging them to take on new or additional responsibilities.,,,,
Unknown,Creates opportunities for professional development.,,,,
Unknown,Tries to ensure employees are ready to move to the next level.,,,,
Unknown,Provides constructive feedback to others.,,,,
Unknown,Assigns tasks and responsibilities to develop skills of others.,,,,
Unknown,Is open to receiving feedback.,,,,
Unknown,Supports the successes of other employees.,,,,
