question_text,source_url,category
Delegate tasks effectively,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Keep staff informed about what is happening in the company,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Sets an example for others to follow,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Takes responsibility for things that go wrong,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Makes you feel enthusiastic about your work,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Managing Performance,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
NeedsSignificantImprovement,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CouldBenefit fromDevelopment,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CapableandEffective,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Ensures employees understand their performance expectations.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Ensures team members receive rewards for positive performance accomplishments.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Plans and sets work expectations.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Initiates probationary actions for employees with sub-par performance.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Rewards employees for exceeding goals.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
NeedsSignificantImprovement,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CouldBenefit fromDevelopment,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CapableandEffective,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Sets a high standard for job performance.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Works effectively in the department.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Effectively organizes resources and plans,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Shown significant improvement in job performance.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Effective in performing his/her job.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
NeedsSignificantImprovement,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CouldBenefit fromDevelopment,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
CapableandEffective,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Skilled in developing and realizing a comprehensive organizational vision.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Determined to bring the strategic vision to fruition.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Encourages employees to embrace the departmental vision.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Develops a vision that is a catalyst for innovation and change.,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
"Provides a detailed schedule that specifies key milestones and deadlines, guiding the organization step-by-step towards achieving its long-term goals and overall vision.",https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
"5- Very Effective
4- Effective
3- Neither
2- Ineffective
1- Very Ineffective",https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
"© Copyright 2025, HR-Survey, LLC",https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Web: hr-survey.com,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
Email: info@hr-survey.com,https://hr-survey.com/360Feedback_Sample_Assessment_Form.htm,unknown
